customer_id,full_name,gender,age,city,loyalty_card,register_date
5476,Соколов Денис Лебедев,М,21,Гомель,да,2023-04-10
5477,Петров Владимир Попов,М,38,Могилёв,да,2023-12-21
5478,Козлов Елена Лебедев,Ж,31,Барановичи,да,2024-07-09
5479,Смирнов Екатерина Кузнецов,Ж,19,Витебск,нет,2024-05-20
5480,Крылов Алина Морозов,Ж,34,Могилёв,да,2022-08-16
5481,Фёдоров Артём Морозов,М,56,Гродно,нет,2022-01-13
5482,Зайцев Дмитрий Зайцев,М,57,Бобруйск,нет,2022-08-14
5483,Попов Дарья Иванов,Ж,23,Орша,нет,2023-09-12
5484,Козлов Ольга Морозов,Ж,19,Могилёв,да,2024-06-05
5485,Козлов Анна Фёдоров,Ж,40,Орша,да,2023-03-21
5486,Козлов Дарья Новиков,Ж,24,Гродно,да,2022-06-28
5487,Кузнецов Иван Иванов,М,31,Бобруйск,да,2022-11-02
5488,Смирнов Юлия Зайцев,Ж,50,Брест,да,2024-03-26
5489,Крылов Егор Новиков,М,60,Брест,да,2024-07-29
5490,Волков Светлана Новиков,Ж,49,Гомель,да,2024-07-29
5491,Кузнецов Пётр Морозов,М,71,Минск,да,2024-01-27
5492,Зайцев Алина Крылов,Ж,23,Могилёв,нет,2024-08-13
5493,Петров Татьяна Петров,Ж,53,Гродно,нет,2022-12-22
5494,Крылов Полина Фёдоров,Ж,51,Могилёв,нет,2022-11-21
5495,Козлов Дмитрий Иванов,М,52,Орша,нет,2023-09-12
5496,Кузнецов Роман Орлов,М,75,Пинск,нет,2022-02-20
5497,Орлов Анна Волков,Ж,46,Гомель,да,2022-04-25
5498,Петров Татьяна Иванов,Ж,45,Гродно,нет,2024-06-25
5499,Морозов Владимир Орлов,М,50,Бобруйск,да,2024-01-27
5500,Иванов Дмитрий Смирнов,М,55,Гродно,нет,2022-10-16
5501,Иванов Кирилл Новиков,М,48,Могилёв,нет,2023-04-16
5502,Попов Алина Волков,Ж,74,Минск,нет,2023-02-12
5503,Лебедев Ирина Кузнецов,Ж,42,Пинск,нет,2022-02-15
5504,Смирнов Михаил Соколов,М,40,Пинск,да,2024-09-09
5505,Зайцев Иван Смирнов,М,40,Борисов,нет,2024-01-14
5506,Иванов Андрей Крылов,М,25,Могилёв,да,2022-12-06
5507,Смирнов Дмитрий Крылов,М,75,Пинск,нет,2022-01-01
5508,Петров Николай Крылов,М,25,Мозырь,да,2024-04-23
5509,Иванов Юлия Зайцев,Ж,45,Минск,да,2023-07-02
5510,Зайцев Дмитрий Лебедев,М,47,Бобруйск,нет,2022-04-27
5511,Фёдоров Юлия Фёдоров,Ж,62,Гродно,да,2022-06-17
5512,Смирнов Сергей Смирнов,М,74,Гомель,да,2023-02-16
5513,Орлов Иван Новиков,М,31,Брест,нет,2022-09-17
5514,Зайцев Алина Козлов,Ж,49,Орша,да,2024-04-27
5515,Фёдоров Ирина Лебедев,Ж,54,Витебск,да,2022-08-26
5516,Попов Ксения Иванов,Ж,55,Барановичи,нет,2022-04-21
5517,Соколов Сергей Иванов,М,62,Гомель,нет,2023-11-20
5518,Новиков Егор Орлов,М,71,Гродно,нет,2024-09-01
5519,Морозов Светлана Иванов,Ж,45,Барановичи,да,2023-08-27
5520,Козлов Александр Орлов,М,19,Мозырь,да,2024-09-22
5521,Волков Виктория Морозов,Ж,66,Брест,да,2022-06-20
5522,Кузнецов Егор Иванов,М,49,Гомель,нет,2023-06-19
5523,Петров Светлана Фёдоров,Ж,21,Мозырь,да,2023-08-09
5524,Орлов Роман Крылов,М,28,Могилёв,да,2023-10-13
5525,Орлов Пётр Волков,М,34,Борисов,да,2022-04-13
5526,Козлов Мария Крылов,Ж,44,Минск,да,2024-07-02
5527,Новиков Полина Козлов,Ж,43,Витебск,да,2022-12-07
5528,Попов Мария Козлов,Ж,27,Минск,да,2022-06-21
5529,Смирнов Николай Попов,М,63,Гродно,да,2023-08-01
5530,Крылов Анна Фёдоров,Ж,52,Барановичи,нет,2023-04-12
5531,Кузнецов Кирилл Новиков,М,62,Минск,нет,2024-04-26
5532,Крылов Иван Новиков,М,43,Гродно,да,2023-10-21
5533,Соколов Екатерина Соколов,Ж,47,Могилёв,да,2024-03-25
5534,Новиков Артём Петров,М,48,Гомель,да,2024-04-14
5535,Петров Иван Орлов,М,55,Барановичи,нет,2022-12-31
5536,Кузнецов Полина Лебедев,Ж,20,Могилёв,нет,2023-01-10
5537,Соколов Егор Соколов,М,26,Орша,нет,2024-05-24
5538,Соколов Ольга Кузнецов,Ж,48,Пинск,да,2023-03-04
5539,Смирнов Дмитрий Крылов,М,72,Орша,да,2022-11-30
5540,Волков Роман Лебедев,М,63,Гомель,да,2024-07-11
5541,Смирнов Татьяна Новиков,Ж,69,Мозырь,да,2022-02-25
5542,Козлов Роман Волков,М,29,Гомель,нет,2023-08-09
5543,Фёдоров Ольга Козлов,Ж,45,Барановичи,да,2024-03-02
5544,Волков Михаил Крылов,М,51,Мозырь,да,2023-10-16
5545,Фёдоров Александр Соколов,М,34,Витебск,нет,2022-03-15
5546,Волков Юлия Волков,Ж,48,Могилёв,нет,2023-12-10
5547,Козлов Денис Кузнецов,М,59,Могилёв,да,2023-01-08
5548,Волков Алина Попов,Ж,75,Витебск,нет,2022-09-17
5549,Петров Татьяна Смирнов,Ж,29,Орша,да,2023-02-24
5550,Волков Дмитрий Кузнецов,М,39,Брест,да,2024-01-20
5551,Смирнов Артём Орлов,М,73,Гродно,нет,2022-07-16
5552,Новиков Николай Зайцев,М,56,Орша,нет,2022-04-30
5553,Крылов Алина Волков,Ж,20,Бобруйск,да,2023-12-04
5554,Соколов Ирина Смирнов,Ж,69,Борисов,нет,2024-01-13
5555,Зайцев Мария Фёдоров,Ж,32,Барановичи,нет,2023-05-13
5556,Морозов Алина Крылов,Ж,66,Борисов,нет,2023-08-13
5557,Иванов Екатерина Соколов,Ж,70,Гродно,нет,2023-05-13
5558,Иванов Ксения Петров,Ж,43,Мозырь,нет,2023-03-22
5559,Новиков Екатерина Соколов,Ж,22,Пинск,да,2024-09-19
5560,Новиков Дмитрий Зайцев,М,32,Борисов,нет,2022-10-17
5561,Зайцев Николай Новиков,М,39,Гродно,нет,2023-06-29
5562,Фёдоров Денис Волков,М,69,Орша,нет,2022-01-23
5563,Козлов Владимир Орлов,М,52,Гомель,нет,2024-03-27
5564,Иванов Владимир Петров,М,56,Брест,да,2023-11-04
5565,Морозов Владимир Козлов,М,32,Минск,нет,2023-06-13
5566,Морозов Кирилл Крылов,М,36,Борисов,да,2022-07-23
5567,Волков Михаил Крылов,М,33,Барановичи,да,2023-05-19
5568,Попов Наталья Петров,Ж,28,Орша,нет,2023-09-12
5569,Попов Ольга Попов,Ж,49,Мозырь,да,2022-08-05
5570,Морозов Полина Фёдоров,Ж,27,Гомель,да,2024-08-29
5571,Смирнов Денис Фёдоров,М,39,Минск,нет,2024-05-06
5572,Зайцев Владимир Иванов,М,61,Гомель,нет,2023-11-12
5573,Лебедев Елена Смирнов,Ж,52,Мозырь,нет,2022-08-26
5574,Кузнецов Мария Фёдоров,Ж,26,Могилёв,нет,2022-10-31
5575,Петров Пётр Смирнов,М,60,Мозырь,да,2022-09-04
5576,Смирнов Кирилл Кузнецов,М,48,Гродно,да,2024-03-19
5577,Смирнов Дарья Козлов,Ж,51,Витебск,да,2023-12-02
5578,Морозов Алина Новиков,Ж,63,Мозырь,нет,2024-09-01
5579,Новиков Андрей Зайцев,М,51,Витебск,да,2024-03-16
5580,Лебедев Кирилл Лебедев,М,26,Гродно,нет,2022-05-31
5581,Морозов Ольга Соколов,Ж,18,Минск,да,2024-02-22
5582,Лебедев Татьяна Волков,Ж,31,Орша,нет,2024-09-26
5583,Кузнецов Владимир Волков,М,37,Гродно,да,2022-08-02
5584,Кузнецов Роман Кузнецов,М,47,Гродно,да,2024-05-04
5585,Новиков Денис Волков,М,72,Бобруйск,нет,2023-05-23
5586,Фёдоров Анна Орлов,Ж,19,Барановичи,нет,2024-09-12
5587,Соколов Наталья Орлов,Ж,41,Гомель,да,2022-10-11
5588,Соколов Михаил Смирнов,М,32,Мозырь,да,2023-01-23
5589,Смирнов Владимир Петров,М,29,Борисов,да,2023-12-21
5590,Крылов Виктория Зайцев,Ж,54,Витебск,да,2023-12-18
5591,Лебедев Артём Кузнецов,М,37,Брест,да,2023-09-05
5592,Зайцев Алина Иванов,Ж,67,Барановичи,нет,2023-09-03
5593,Зайцев Николай Морозов,М,55,Орша,да,2023-07-23
5594,Иванов Максим Петров,М,57,Пинск,нет,2024-09-27
5595,Зайцев Ольга Волков,Ж,60,Гомель,нет,2023-07-23
5596,Морозов Иван Лебедев,М,63,Мозырь,нет,2024-02-19
5597,Крылов Роман Волков,М,41,Бобруйск,нет,2022-12-13
5598,Морозов Алина Крылов,Ж,27,Мозырь,да,2022-10-16
5599,Фёдоров Виктория Петров,Ж,38,Борисов,да,2022-01-02
5600,Морозов Мария Попов,Ж,50,Борисов,нет,2022-02-24
5601,Смирнов Полина Волков,Ж,47,Гродно,нет,2022-02-24
5602,Смирнов Сергей Зайцев,М,67,Орша,да,2023-03-27
5603,Крылов Максим Кузнецов,М,58,Мозырь,да,2023-06-15
5604,Смирнов Денис Лебедев,М,58,Гомель,нет,2022-03-27
5605,Смирнов Пётр Кузнецов,М,71,Пинск,нет,2024-02-16
5606,Новиков Екатерина Смирнов,Ж,58,Гомель,да,2023-04-04
5607,Лебедев Наталья Морозов,Ж,31,Мозырь,нет,2022-02-15
5608,Зайцев Николай Волков,М,46,Барановичи,да,2022-02-14
5609,Новиков Ирина Иванов,Ж,18,Мозырь,нет,2024-03-18
5610,Соколов Полина Козлов,Ж,48,Гродно,нет,2022-11-20
5611,Иванов Сергей Фёдоров,М,41,Мозырь,да,2023-01-08
5612,Козлов Андрей Петров,М,64,Орша,нет,2024-01-25
5613,Соколов Артём Кузнецов,М,58,Могилёв,нет,2022-04-14
5614,Волков Пётр Кузнецов,М,74,Минск,да,2024-04-07
5615,Иванов Александр Фёдоров,М,39,Борисов,да,2022-07-24
5616,Лебедев Пётр Иванов,М,18,Минск,да,2024-05-08
5617,Смирнов Дарья Козлов,Ж,59,Гродно,нет,2024-06-11
5618,Смирнов Денис Фёдоров,М,55,Мозырь,нет,2023-11-19
5619,Соколов Пётр Иванов,М,49,Гомель,да,2022-01-15
5620,Волков Алина Лебедев,Ж,48,Бобруйск,да,2022-07-29
5621,Смирнов Елена Фёдоров,Ж,49,Минск,нет,2024-08-05
5622,Зайцев Светлана Волков,Ж,67,Мозырь,да,2023-07-18
5623,Попов Пётр Морозов,М,18,Борисов,да,2023-09-20
5624,Петров Кирилл Смирнов,М,21,Гомель,нет,2024-05-19
5625,Петров Виктория Крылов,Ж,25,Витебск,нет,2024-09-06
5626,Козлов Артём Фёдоров,М,36,Орша,да,2022-10-11
5627,Орлов Алина Крылов,Ж,44,Пинск,нет,2023-07-26
5628,Кузнецов Пётр Зайцев,М,41,Витебск,да,2022-04-04
5629,Лебедев Елена Морозов,Ж,18,Минск,да,2022-05-10
5630,Морозов Михаил Попов,М,57,Гродно,да,2022-05-15
5631,Соколов Наталья Попов,Ж,55,Витебск,нет,2023-02-25
5632,Зайцев Наталья Волков,Ж,37,Минск,нет,2023-08-15
5633,Орлов Дарья Орлов,Ж,60,Гродно,да,2023-12-02
5634,Кузнецов Пётр Лебедев,М,49,Орша,нет,2024-05-23
5635,Новиков Дмитрий Орлов,М,56,Бобруйск,да,2024-04-09
5636,Смирнов Андрей Крылов,М,31,Орша,да,2022-07-02
5637,Фёдоров Ксения Лебедев,Ж,69,Гродно,нет,2024-01-23
5638,Козлов Алина Крылов,Ж,71,Бобруйск,нет,2024-03-19
5639,Смирнов Ольга Лебедев,Ж,73,Гродно,да,2023-10-22
5640,Фёдоров Екатерина Козлов,Ж,21,Минск,нет,2023-09-23
5641,Новиков Роман Козлов,М,56,Могилёв,нет,2022-03-25
5642,Иванов Артём Попов,М,59,Гомель,нет,2024-02-07
5643,Кузнецов Михаил Попов,М,56,Борисов,да,2022-07-02
5644,Морозов Николай Козлов,М,72,Орша,нет,2022-04-15
5645,Новиков Егор Иванов,М,20,Барановичи,да,2022-06-23
5646,Фёдоров Александр Орлов,М,32,Могилёв,да,2022-12-24
5647,Иванов Елена Соколов,Ж,27,Гомель,да,2024-09-01
5648,Новиков Артём Волков,М,75,Гомель,нет,2022-12-11
5649,Крылов Ксения Орлов,Ж,56,Орша,да,2024-04-15
5650,Новиков Светлана Фёдоров,Ж,42,Могилёв,да,2024-08-05
5651,Соколов Андрей Орлов,М,70,Орша,да,2022-08-08
5652,Кузнецов Мария Козлов,Ж,48,Витебск,нет,2023-08-18
5653,Попов Елена Орлов,Ж,70,Орша,нет,2024-03-18
5654,Иванов Ирина Морозов,Ж,25,Пинск,нет,2023-07-03
5655,Кузнецов Максим Петров,М,36,Барановичи,да,2024-08-03
5656,Смирнов Пётр Новиков,М,24,Барановичи,нет,2022-05-21
5657,Лебедев Ксения Зайцев,Ж,55,Барановичи,да,2023-10-24
5658,Кузнецов Сергей Крылов,М,61,Мозырь,нет,2022-08-15
5659,Кузнецов Иван Новиков,М,59,Гродно,нет,2023-05-17
5660,Козлов Артём Иванов,М,42,Орша,да,2022-11-28
5661,Смирнов Ксения Новиков,Ж,25,Мозырь,нет,2022-02-10
5662,Зайцев Татьяна Петров,Ж,75,Барановичи,нет,2024-05-21
5663,Кузнецов Иван Крылов,М,74,Пинск,нет,2022-08-15
5664,Смирнов Андрей Козлов,М,73,Гродно,да,2023-07-12
5665,Орлов Виктория Орлов,Ж,26,Бобруйск,да,2023-06-29
5666,Кузнецов Ольга Кузнецов,Ж,64,Бобруйск,нет,2024-03-05
5667,Крылов Юлия Попов,Ж,63,Орша,нет,2023-02-03
5668,Петров Владимир Волков,М,64,Мозырь,нет,2023-03-25
5669,Лебедев Юлия Смирнов,Ж,38,Могилёв,да,2023-12-05
5670,Лебедев Роман Козлов,М,18,Пинск,да,2023-12-22
5671,Морозов Александр Волков,М,63,Бобруйск,нет,2024-08-20
5672,Волков Наталья Морозов,Ж,52,Борисов,нет,2023-10-11
5673,Фёдоров Наталья Попов,Ж,72,Барановичи,да,2022-04-12
5674,Зайцев Анна Фёдоров,Ж,30,Бобруйск,нет,2022-07-16
5675,Фёдоров Кирилл Иванов,М,51,Минск,нет,2024-08-05
5676,Новиков Полина Козлов,Ж,61,Мозырь,да,2022-06-14
5677,Фёдоров Сергей Попов,М,34,Бобруйск,да,2022-08-06
5678,Орлов Дарья Смирнов,Ж,24,Брест,да,2022-01-02
5679,Соколов Анна Смирнов,Ж,60,Орша,нет,2024-02-25
5680,Крылов Михаил Зайцев,М,48,Барановичи,да,2022-12-26
5681,Козлов Дарья Смирнов,Ж,66,Гродно,да,2023-09-11
5682,Волков Егор Попов,М,65,Орша,нет,2023-11-27
5683,Волков Владимир Зайцев,М,41,Минск,нет,2023-01-06
5684,Зайцев Мария Смирнов,Ж,18,Гродно,нет,2023-02-03
5685,Орлов Ирина Соколов,Ж,54,Могилёв,да,2023-12-15
5686,Козлов Сергей Козлов,М,43,Пинск,нет,2022-09-16
5687,Зайцев Денис Соколов,М,55,Пинск,да,2022-06-16
5688,Смирнов Николай Соколов,М,45,Минск,да,2023-10-30
5689,Кузнецов Кирилл Крылов,М,37,Минск,да,2023-09-08
5690,Иванов Андрей Фёдоров,М,29,Борисов,да,2023-02-17
5691,Крылов Елена Петров,Ж,50,Гомель,нет,2023-11-20
5692,Кузнецов Алина Волков,Ж,37,Орша,да,2023-01-05
5693,Орлов Татьяна Морозов,Ж,54,Барановичи,да,2022-01-21
5694,Крылов Владимир Фёдоров,М,35,Витебск,да,2023-02-14
5695,Фёдоров Роман Крылов,М,61,Борисов,нет,2022-06-21
5696,Орлов Сергей Морозов,М,69,Пинск,нет,2022-05-11
5697,Петров Денис Лебедев,М,43,Барановичи,да,2024-07-20
5698,Морозов Мария Попов,Ж,62,Пинск,да,2022-10-16
5699,Фёдоров Кирилл Смирнов,М,57,Бобруйск,да,2023-10-08
5700,Смирнов Дмитрий Соколов,М,67,Гродно,да,2022-01-29
5701,Петров Владимир Орлов,М,39,Гродно,нет,2024-09-10
5702,Крылов Сергей Смирнов,М,19,Брест,да,2022-11-05
5703,Зайцев Светлана Орлов,Ж,20,Барановичи,да,2022-01-04
5704,Зайцев Светлана Морозов,Ж,21,Витебск,нет,2024-01-13
5705,Козлов Михаил Крылов,М,63,Барановичи,да,2022-05-29
5706,Козлов Сергей Иванов,М,45,Минск,да,2023-03-21
5707,Петров Владимир Новиков,М,51,Гродно,нет,2023-10-02
5708,Орлов Андрей Смирнов,М,57,Брест,да,2023-09-27
5709,Морозов Татьяна Попов,Ж,49,Витебск,да,2023-12-15
5710,Зайцев Ирина Смирнов,Ж,59,Витебск,да,2023-11-22
5711,Соколов Михаил Попов,М,30,Мозырь,нет,2023-01-23
5712,Крылов Егор Козлов,М,29,Брест,да,2022-05-03
5713,Иванов Татьяна Фёдоров,Ж,55,Борисов,да,2022-02-10
5714,Новиков Наталья Кузнецов,Ж,32,Мозырь,да,2023-05-29
5715,Крылов Татьяна Крылов,Ж,41,Бобруйск,нет,2024-02-29
5716,Фёдоров Анна Попов,Ж,55,Минск,нет,2022-05-20
5717,Орлов Андрей Кузнецов,М,50,Орша,нет,2023-11-03
5718,Фёдоров Николай Орлов,М,71,Витебск,да,2023-09-09
5719,Новиков Роман Иванов,М,50,Пинск,нет,2023-05-17
5720,Лебедев Виктория Крылов,Ж,48,Минск,да,2022-07-10
5721,Орлов Анна Крылов,Ж,30,Пинск,нет,2024-04-12
5722,Лебедев Екатерина Соколов,Ж,30,Бобруйск,нет,2023-02-04
5723,Волков Максим Орлов,М,53,Пинск,да,2023-01-17
5724,Смирнов Алина Попов,Ж,69,Борисов,да,2023-12-14
5725,Новиков Иван Смирнов,М,59,Гомель,да,2022-06-03
5726,Козлов Сергей Лебедев,М,73,Минск,нет,2022-02-23
5727,Петров Анна Морозов,Ж,45,Борисов,нет,2022-10-30
5728,Соколов Денис Зайцев,М,52,Минск,да,2023-07-01
5729,Орлов Кирилл Волков,М,67,Гомель,да,2023-01-09
5730,Иванов Кирилл Петров,М,38,Гомель,да,2022-02-21
5731,Орлов Алина Фёдоров,Ж,23,Минск,да,2023-06-18
5732,Козлов Артём Лебедев,М,44,Минск,нет,2023-08-22
5733,Орлов Денис Зайцев,М,55,Гомель,да,2022-05-22
5734,Зайцев Андрей Волков,М,63,Мозырь,нет,2023-10-21
5735,Кузнецов Татьяна Кузнецов,Ж,38,Могилёв,нет,2022-07-16
5736,Орлов Александр Зайцев,М,70,Брест,да,2022-10-07
5737,Крылов Александр Смирнов,М,68,Могилёв,да,2023-10-16
5738,Иванов Виктория Новиков,Ж,50,Гомель,да,2024-05-07
5739,Козлов Артём Орлов,М,52,Могилёв,нет,2022-10-18
5740,Петров Роман Попов,М,69,Пинск,да,2024-03-10
5741,Петров Кирилл Козлов,М,39,Бобруйск,нет,2024-07-30
5742,Соколов Ирина Смирнов,Ж,38,Могилёв,да,2024-04-10
5743,Фёдоров Мария Зайцев,Ж,69,Бобруйск,нет,2022-02-12
5744,Иванов Михаил Попов,М,75,Борисов,нет,2023-05-04
5745,Новиков Андрей Иванов,М,65,Орша,нет,2022-04-27
5746,Петров Ирина Козлов,Ж,20,Гомель,нет,2023-01-23
5747,Лебедев Анна Козлов,Ж,58,Мозырь,да,2023-03-20
5748,Соколов Пётр Попов,М,60,Витебск,нет,2024-06-18
5749,Соколов Николай Кузнецов,М,60,Брест,да,2024-01-20
5750,Новиков Артём Волков,М,58,Бобруйск,да,2022-02-24
5751,Лебедев Виктория Смирнов,Ж,57,Брест,нет,2022-06-20
5752,Новиков Николай Новиков,М,27,Бобруйск,да,2024-09-10
5753,Кузнецов Елена Зайцев,Ж,66,Витебск,нет,2024-05-11
5754,Иванов Михаил Петров,М,66,Брест,да,2024-07-09
5755,Новиков Александр Крылов,М,59,Гродно,нет,2022-01-06
5756,Козлов Максим Смирнов,М,53,Орша,нет,2023-08-06
5757,Волков Иван Крылов,М,56,Брест,нет,2022-05-12
5758,Соколов Виктория Смирнов,Ж,36,Могилёв,да,2022-08-05
5759,Новиков Елена Зайцев,Ж,18,Мозырь,да,2022-05-01
5760,Фёдоров Алина Соколов,Ж,42,Барановичи,нет,2022-11-12
5761,Крылов Сергей Козлов,М,46,Могилёв,нет,2024-01-12
5762,Морозов Дмитрий Смирнов,М,29,Мозырь,да,2024-02-06
5763,Волков Егор Смирнов,М,58,Пинск,да,2024-04-14
5764,Лебедев Дмитрий Новиков,М,58,Брест,да,2023-08-06
5765,Зайцев Денис Орлов,М,72,Бобруйск,да,2023-04-25
5766,Морозов Кирилл Козлов,М,34,Борисов,да,2023-03-25
5767,Иванов Елена Морозов,Ж,27,Борисов,да,2023-10-09
5768,Иванов Полина Кузнецов,Ж,21,Барановичи,да,2022-09-05
5769,Кузнецов Полина Петров,Ж,44,Барановичи,нет,2024-04-09
5770,Петров Елена Орлов,Ж,74,Минск,нет,2023-06-25
5771,Волков Николай Новиков,М,46,Минск,нет,2024-03-09
5772,Смирнов Максим Волков,М,25,Мозырь,нет,2024-07-04
5773,Смирнов Андрей Зайцев,М,69,Минск,нет,2023-05-30
5774,Козлов Юлия Козлов,Ж,64,Борисов,нет,2024-07-24
5775,Соколов Кирилл Иванов,М,60,Гомель,нет,2023-08-07
5776,Петров Михаил Смирнов,М,48,Могилёв,да,2022-06-11
5777,Кузнецов Кирилл Морозов,М,52,Могилёв,нет,2023-12-15
5778,Лебедев Максим Зайцев,М,65,Минск,да,2024-05-20
5779,Фёдоров Дмитрий Иванов,М,67,Пинск,нет,2022-04-21
5780,Петров Максим Иванов,М,50,Мозырь,да,2024-06-04
5781,Крылов Александр Лебедев,М,41,Могилёв,да,2022-10-17
5782,Соколов Роман Волков,М,21,Борисов,да,2023-06-08
5783,Козлов Елена Козлов,Ж,20,Пинск,нет,2024-06-07
5784,Зайцев Михаил Кузнецов,М,18,Бобруйск,да,2022-11-21
5785,Петров Пётр Смирнов,М,75,Гродно,нет,2022-11-10
5786,Соколов Ольга Кузнецов,Ж,75,Минск,да,2023-01-23
5787,Соколов Владимир Смирнов,М,25,Борисов,нет,2024-08-11
5788,Фёдоров Дмитрий Соколов,М,69,Гродно,да,2024-02-13
5789,Козлов Дмитрий Новиков,М,47,Витебск,нет,2022-08-12
5790,Смирнов Дмитрий Смирнов,М,60,Борисов,да,2024-01-22
5791,Новиков Татьяна Козлов,Ж,29,Могилёв,да,2022-05-24
5792,Смирнов Ирина Соколов,Ж,44,Бобруйск,да,2022-01-25
5793,Лебедев Максим Петров,М,39,Бобруйск,да,2022-08-15
5794,Петров Дмитрий Соколов,М,39,Минск,нет,2022-09-06
5795,Кузнецов Анна Иванов,Ж,32,Минск,нет,2022-09-14
5796,Козлов Екатерина Зайцев,Ж,51,Минск,да,2022-08-15
5797,Козлов Дарья Лебедев,Ж,37,Витебск,да,2024-08-24
5798,Орлов Мария Крылов,Ж,41,Минск,нет,2022-05-11
5799,Крылов Кирилл Фёдоров,М,50,Могилёв,да,2022-11-22
5800,Козлов Алина Смирнов,Ж,42,Орша,да,2023-09-21
5801,Волков Мария Иванов,Ж,52,Барановичи,нет,2022-03-10
5802,Козлов Полина Козлов,Ж,72,Минск,нет,2024-04-13
5803,Крылов Николай Петров,М,39,Борисов,да,2023-11-19
5804,Кузнецов Александр Смирнов,М,26,Витебск,нет,2022-10-03
5805,Крылов Наталья Соколов,Ж,71,Пинск,нет,2023-04-09
5806,Крылов Сергей Иванов,М,24,Брест,да,2024-05-21
5807,Морозов Ольга Попов,Ж,28,Гродно,да,2022-04-06
5808,Орлов Екатерина Попов,Ж,22,Гродно,да,2023-10-27
5809,Орлов Ксения Попов,Ж,68,Орша,да,2024-09-09
5810,Фёдоров Татьяна Орлов,Ж,22,Минск,нет,2022-10-06
5811,Соколов Иван Морозов,М,45,Мозырь,нет,2022-05-27
5812,Смирнов Полина Смирнов,Ж,18,Минск,да,2022-05-21
5813,Морозов Наталья Орлов,Ж,75,Гомель,нет,2023-03-08
5814,Козлов Денис Крылов,М,67,Орша,нет,2022-11-04
5815,Орлов Татьяна Лебедев,Ж,63,Мозырь,нет,2022-03-25
5816,Зайцев Наталья Крылов,Ж,71,Гродно,нет,2024-03-22
5817,Лебедев Ирина Козлов,Ж,37,Витебск,да,2022-09-30
5818,Новиков Сергей Морозов,М,46,Бобруйск,да,2023-09-03
5819,Смирнов Роман Морозов,М,47,Барановичи,нет,2023-11-02
5820,Петров Михаил Козлов,М,41,Брест,нет,2024-03-30
5821,Волков Полина Лебедев,Ж,53,Могилёв,нет,2023-08-10
5822,Попов Николай Новиков,М,46,Орша,да,2023-11-15
5823,Новиков Кирилл Петров,М,61,Барановичи,да,2022-04-04
5824,Орлов Анна Смирнов,Ж,64,Барановичи,нет,2023-02-09
5825,Фёдоров Мария Иванов,Ж,19,Могилёв,нет,2022-05-21
5826,Фёдоров Юлия Зайцев,Ж,67,Витебск,нет,2022-02-10
5827,Петров Ксения Крылов,Ж,24,Минск,да,2023-05-21
5828,Кузнецов Ольга Козлов,Ж,51,Барановичи,нет,2024-08-31
5829,Смирнов Виктория Соколов,Ж,48,Пинск,нет,2023-12-10
5830,Новиков Дарья Новиков,Ж,31,Минск,нет,2022-06-03
5831,Крылов Мария Козлов,Ж,34,Орша,да,2024-08-25
5832,Морозов Артём Орлов,М,30,Орша,нет,2022-07-31
5833,Петров Ирина Кузнецов,Ж,67,Витебск,да,2024-09-21
5834,Фёдоров Артём Волков,М,50,Мозырь,да,2022-01-09
5835,Крылов Светлана Фёдоров,Ж,51,Могилёв,да,2022-11-18
5836,Орлов Анна Фёдоров,Ж,73,Минск,нет,2023-04-18
5837,Зайцев Анна Морозов,Ж,61,Орша,да,2022-02-25
5838,Зайцев Екатерина Лебедев,Ж,19,Пинск,да,2022-10-27
5839,Иванов Дарья Орлов,Ж,25,Гомель,да,2023-05-31
5840,Смирнов Егор Новиков,М,41,Орша,нет,2024-04-08
5841,Фёдоров Михаил Попов,М,31,Орша,да,2024-03-25
5842,Попов Роман Лебедев,М,60,Барановичи,нет,2023-01-21
5843,Смирнов Наталья Петров,Ж,19,Мозырь,да,2022-12-29
5844,Орлов Елена Зайцев,Ж,69,Барановичи,нет,2022-01-18
5845,Попов Полина Морозов,Ж,45,Барановичи,нет,2022-05-03
5846,Иванов Анна Соколов,Ж,60,Могилёв,нет,2024-07-15
5847,Петров Максим Зайцев,М,20,Могилёв,да,2023-10-27
5848,Лебедев Александр Волков,М,39,Пинск,нет,2024-06-03
5849,Козлов Николай Козлов,М,59,Бобруйск,да,2024-07-20
5850,Фёдоров Екатерина Крылов,Ж,44,Борисов,да,2023-03-09
5851,Крылов Ирина Лебедев,Ж,68,Борисов,да,2024-03-25
5852,Зайцев Алина Попов,Ж,39,Мозырь,нет,2023-11-07
5853,Кузнецов Екатерина Попов,Ж,50,Орша,нет,2024-09-22
5854,Иванов Кирилл Кузнецов,М,40,Могилёв,да,2022-11-15
5855,Соколов Сергей Фёдоров,М,19,Минск,нет,2024-02-09
5856,Иванов Татьяна Иванов,Ж,60,Минск,нет,2023-05-27
5857,Лебедев Егор Орлов,М,38,Гродно,нет,2023-09-21
5858,Попов Артём Лебедев,М,37,Пинск,да,2023-12-14
5859,Зайцев Кирилл Орлов,М,67,Пинск,да,2022-11-13
5860,Соколов Екатерина Волков,Ж,20,Могилёв,нет,2022-02-16
5861,Иванов Пётр Кузнецов,М,67,Орша,нет,2023-12-11
5862,Волков Артём Кузнецов,М,22,Гродно,да,2022-11-19
5863,Зайцев Иван Волков,М,36,Гомель,да,2022-11-02
